feature,PC1,PC2,PC3,PC4,PC5
N7_T,-0.0037394960668194798,-0.011712041676630626,0.028263942784191455,0.0025000346053191797,-0.004217737153842948
N7_V,0.01729917517270068,-0.024088482787865236,0.00922102054208232,-0.005386001371887555,-0.00135511269163553
N7_W,0.008893388743753613,-0.021147548650000257,-0.005122433163565343,-0.029755701288053545,-0.004406903999999289
N7_Y,0.020088158924758733,-0.00845274753409774,0.017525419560057313,0.0032756115692509,0.020525462625096153
N6_A,-0.009191150039328438,-0.03265177714244036,-0.044142732982628524,-0.032948172350451464,-0.09480981560796461
N6_C,0.011995064395817271,-0.013800844193670411,-0.0020212831842183108,-0.010018997490783464,0.004091369521037615
N6_D,5.761653266982884e-4,0.00526210300631652,0.01366783399204493,0.02389205971090972,0.026627313877743652
N6_E,-0.0031196056200052465,0.042364425346198664,-0.0012225735990106258,0.035090482996863154,0.01706048934177567
N6_F,0.021232680491713788,-0.019124597644887907,0.01254621374728531,0.00963289858825038,0.03569827286314497
N6_G,-0.012520015070182322,-0.05623939934467539,0.010752066932661192,-0.0016383368381164807,0.001930056946405082
N6_H,0.006940272265698169,-0.01051571129759557,-4.5888999373364775e-5,-0.0059152338191997625,-0.008237399149826134
N6_I,0.02010382860404722,0.01834900139255026,0.03788899034872668,0.007230947393272042,0.02279545750652945
N6_K,0.0015714802074365357,0.05450707715191583,0.03627133755596822,0.050138986497040725,0.02528670593915967
N6_L,0.011071621767985993,0.07188558118914452,-0.026834514764587494,-0.058048921902046934,-0.03126565645742469
N6_M,1.932546155154952e-4,0.01700182112934523,-0.017541712234091737,0.0065776336848671025,-0.01851764216990825
N6_N,0.004269385568360655,0.009277979260103805,0.037195125629763424,0.03266643818340562,0.030096636158899952
N6_P,-0.036620517049715626,-0.05565621989065351,-0.005775617793530079,-0.026416907583652286,0.018252039523568315
N6_Q,-0.007488677654486031,0.016249750417294945,-7.07948500277648e-4,-0.0038817080089310024,-0.005682754617255175
N6_R,0.0033768762019927337,0.0033128678026333796,-0.018152636292527294,-0.0016382344771351499,-0.02767954001642877
N6_S,-0.022111838322519034,-0.029130248001213114,0.008127683309537972,0.005354462658724709,0.03174671070264223
N6_T,-5.609399943929813e-4,-0.02236874782143986,0.014682194120409373,-0.00483956955865915,0.008345975777618664
N6_V,0.014129595657599543,-0.00910358475198916,-2.4346278851667883e-4,-0.017119450240456472,-0.016199995057452347
N6_W,0.014963263866949017,-0.02337680244233179,-0.017101744744620076,-0.004367258306083489,-0.006257186856204847
N6_Y,0.02258017766546106,0.0016833819924992643,0.01755517534973663,-0.008179470509861548,0.011654316266873058
N5_A,-0.00527865854218594,-0.026915082613369355,-0.04263574486873307,-0.025712119335157074,-0.06715605114740084
N5_C,0.009363369830805829,-0.022109228328544357,0.0058001502558067,0.009651494784763317,0.0023449750973587417
N5_D,-1.0248006707992809e-4,0.022662714685693267,4.842160940062512e-4,0.012552950409919699,0.021898051704402805
N5_E,-0.005407767777037651,0.11492735344262804,-0.014666289744133648,0.010588831679855734,-0.030572083040800876
N5_F,0.015391988103209,-0.03906789161479224,0.02281473169878764,0.0032813518870453387,0.03858081015664582
N5_G,-0.006961473755088723,-0.05072779513895389,-0.01917211000779685,-0.00570386493341379,-0.01997960022231105
N5_H,0.004377768557277246,-0.014898335933543122,0.01437700862194701,-0.017978965364659934,-0.0016613495686652938
N5_I,0.020401340101763185,-0.014775584088126674,0.049427769648302824,0.013442691733977963,0.023444096808669303
N5_K,0.001196016379028084,0.07543825166883676,0.03306310444839724,0.03786497969271881,0.029505189621395634
N5_L,0.01872923981922453,-0.02797323642417795,-0.017225497553794263,-0.031696799417191904,-0.011462433682108695
N5_M,0.005172642939828255,-0.00598842444276107,0.009219186043006884,0.008242654158115864,-0.012497041740807275
N5_N,0.0036344167550573267,0.023617210372682235,0.03207759337553126,0.026621773323917717,0.05705061687447451
N5_P,-0.032960945031458036,-0.04575543013601621,-0.006659002929539219,-0.021131594677550637,0.01481226704536642
N5_Q,-0.006424154604488074,0.06161528945397084,-0.021429506478620096,-0.015485690615115783,-0.02014434575059426
N5_R,0.0031685111774720923,0.0305076038516032,-0.024133520597865814,-0.011387429169516778,-0.04044135368085811
N5_S,-0.024691543885110044,-0.022580378210247325,0.007518854220329636,-0.002968334767571553,0.04014667465054247
N5_T,-0.0033482878178838706,-0.018594368648491563,0.01750768410195642,6.524178699551172e-4,0.009794797913700172
N5_V,0.011854132487118705,-0.031274113291082775,0.002599100749348161,-0.0035358518788340685,-0.01984062019297636
N5_W,0.009541201248264729,-0.02370276869692771,-0.0010933088382523418,-0.004809859602137574,0.0019841084454989117
N5_Y,0.0204494427959229,-0.019513477854402963,0.026951709607895374,0.011139228008392099,0.015631511241378855
N4_A,-0.008193815962329301,-0.0033669626270081848,-0.03439862254281805,-0.025107541702002578,-0.08559748670375346
N4_C,0.015158923332879997,-0.022808538105039283,0.007479484837719252,-0.013839580047134781,5.248317442082661e-4
N4_D,0.0010926336211238943,0.028936014576805114,0.025704088172856174,0.010084119321666798,0.017345674789733666
N4_E,-8.494495573419909e-4,0.12476741499457213,-0.02120532222298978,0.03516718503901159,-0.030470983773475957
N4_F,0.021341037773153246,-0.040447730288104854,0.021885133426545616,-0.0016210108532483986,0.03626907042076256
N4_G,-0.005718701897653432,-0.04641652883055419,-0.004160680722887567,-0.014940927652265134,-0.018870843554942025
N4_H,0.0053323088040276205,-0.012844357820907266,0.011085926211161938,-0.017270749187304524,0.001565090140548636
N4_I,0.02077361601195529,-0.02166737855483942,0.05159405162368479,0.01053278710201736,0.043961055444510885
N4_K,0.0010106269357691555,0.07643797802740711,0.019263037414587684,0.049357349306128125,0.03135308132401528
N4_L,0.01624934911833976,-0.04799055045400982,-0.028529455425606386,-0.028211497316624704,-0.007116365137275959
N4_M,0.002294223752154901,-0.008540789874706713,0.0021256803377463058,0.022480108370270518,3.083668931693359e-5
N4_N,0.0047268890338291155,0.0194243332788468,0.037354588260245424,0.019904649114591978,0.025894356376474813
N4_P,-0.03576145991719688,-0.05685404755455963,0.0044250316315056284,-0.02287172217297713,0.008073581906340405
N4_Q,-0.00695396275191739,0.05049914472681083,-0.023985065498182093,-0.02438560781756907,-0.05087982702216531
N4_R,-0.0016198184115112989,0.016603933995082636,-0.035195516409282875,-0.012188344204535106,-0.02351173196816977
N4_S,-0.026820255143253587,-0.01566327102044151,0.015101566452595652,-0.0035689901967417424,0.03887235862325873
N4_T,-0.006444074199224658,-0.011217754703486578,0.014921365314914399,-0.00506577271012337,0.009647371500743887
N4_V,0.012623164374985793,-0.03082021054822386,-0.01078331223436607,0.007259546788644957,-7.736240850888562e-4
N4_W,0.011650184242452446,-0.025190335120022448,-0.006914133573571149,-0.014061612024505139,0.003637387190333711
N4_Y,0.01962266083737594,-0.019859854396805234,0.020125348818887258,0.0032536586193784274,0.041349459853851536
N3_A,-0.0026801058237750607,-0.018607684370759676,-0.03518180427341843,-0.022637036194949375,-0.07204201461781652
N3_C,0.015603513597680849,-0.017640432710787784,-0.008046636576206601,-4.829381769878348e-4,0.015275560852369937
N3_D,6.120713330597899e-4,0.021542001391979034,-0.005616186844919454,0.03203483348798158,0.041788269486376574
N3_E,-0.010579372752555712,0.11191601629446722,-0.006924370723216335,0.0270025600681338,-0.03519097168006022
N3_F,0.021772253224954387,-0.024663735924578052,0.02056198169311581,-0.02007417041294669,0.045747179705471513
N3_G,-0.00483082299992392,-0.061810502449108386,0.003395712223470232,0.002704312636178992,-0.017193588935371665
N3_H,0.0022030836019699468,-0.0046166726743690385,-0.006338965210877972,-0.007105841918738208,-0.00849631968119743
N3_I,0.02544691241185675,-8.224481023683673e-4,0.039300536896647684,0.027104221966751045,0.03311186040512685
N3_K,-0.001228312412318316,0.07190184190582,0.024407814834621552,0.031912162525587755,0.026838234534280712
N3_L,0.015945492426988506,-0.00565469306267068,-0.027753351549466634,-0.04378193771942388,-0.02882883616645946
N3_M,2.815120856288156e-4,-5.451807748978177e-4,0.0044427585486022676,0.02436157366292068,-0.006014708623168869
N3_N,5.468263406024652e-4,0.005510669634389489,0.012082349264879907,0.025949762662634768,0.029138815901331785
N3_P,-0.043086382457244506,-0.06879410285982253,-0.007602935777157497,-0.018047765628214137,0.013251944983786705
N3_Q,-0.008815031120003687,0.04095728757659875,-0.006578447969952602,-0.012495830276190034,-0.024773621663508674
N3_R,7.319651724201568e-4,0.014540865030610788,-0.031203814060736697,-0.007918639904429082,-0.01545596259790589
N3_S,-0.02544525303692417,-0.031101506439639715,0.02211274775405385,-0.011971825054439427,0.028700491872794873
N3_T,-0.0037724304060669472,-0.007299902084753087,0.01479273750924807,-0.004810355076744839,0.006983516675057279
N3_V,0.015297009445091766,-0.02752338182445424,0.017552184150426718,-0.012090953447198103,-0.0050058738050301746
N3_W,0.01009813501916048,-0.025013606612013132,-0.009066389053108853,-0.010343021631394689,0.0014869062481196653
N3_Y,0.016962935418767,-0.005723132880724391,0.02060393764946392,0.010315226761969987,0.013316405101376749
N2_A,-0.010162596022920476,-0.040211456695107464,-0.03372566267533851,-0.022624994796874322,-0.09841881023800543
N2_C,0.0169317492375123,-0.00800524640939507,-0.013425035053505691,1.6074024721524904e-4,0.007600186944694229
N2_D,-0.0023936534005323013,-9.811068946566533e-4,0.02577098861143961,0.0156898365456882,0.047689474942432725
N2_E,-0.006708926561707958,0.05738739218284106,-0.0072171198900600215,0.027783468735551924,0.030129609762179346
N2_F,0.01937609110537081,-0.02664193884100054,0.013042945338915885,-0.00706020928502986,0.021976219295176094
N2_G,-0.0026288851314152117,-0.06688546495140177,-0.0043601157236092414,0.0016868347022688658,-0.012528575809206842
N2_H,0.002757048690121259,-3.0698355264134467e-4,0.001042277253723738,-0.021538706625603112,-7.976601850711353e-4
N2_I,0.023155770738772317,0.04199819869465545,0.020835327098711883,0.012405046516504255,0.020613770753673825
N2_K,-8.874822975505935e-4,0.06458262227997737,0.026691301941023753,0.05603309328894742,0.024797583282722052
N2_L,0.015572495484486018,0.005680562875155176,-0.039516674681711605,-0.03500028950258502,-0.04929337871766254
N2_M,-0.0036593237460460534,0.0033613054641787265,2.039218168102354e-4,0.015906796733078835,-0.00324251241967249
N2_N,-0.0013399804718257763,0.04386701961351374,0.014099432907696025,0.012382183333009032,0.028767075244691045
N2_P,-0.03609089343795464,-0.06278088263413437,-0.0017284731605718743,-0.015241251344488338,0.022137504363754126
N2_Q,-0.009103600675690306,0.044043985337460206,-0.019191381274278618,-0.027905442462839134,-0.018976902397116708
N2_R,0.0014998642492356873,0.028463066214308306,-0.014191062088676008,-0.0067874712246898845,-0.027146852092625455
N2_S,-0.025563456489410826,-0.055468316465294855,0.017860229733310293,-0.002155930762322567,0.04767536617515908
N2_T,-0.004472047882271405,-0.02632088605272788,0.027002115750329264,0.0067173099648413555,0.010472880764895692
N2_V,0.015030908733941724,2.3567571323271418e-4,-0.0010446016330394835,0.0032390594772562804,-0.032093387619046926
N2_W,0.009741279771140665,-0.008007340912369945,-0.0011356686297495867,-9.553333875573362e-4,0.017431844361155985
N2_Y,0.0197017595021658,0.0024682128227563153,0.027878157116503027,-0.013943571905466514,0.01923302686388305
N1_A,-0.008661631505164587,-0.018328276063377492,-0.03332420909107985,-0.01770899713189049,-0.10980079231245411
N1_C,0.01247079048344067,-0.01962856659144643,0.006824057320842505,-0.010789819183310827,0.012986525585920268
N1_D,-0.003758259928108577,0.03809195199157463,0.022783656244006988,0.02201398118688158,0.036643245564639194
N1_E,6.268752416796303e-4,0.09239737380868909,-0.016248031407712114,0.008259318444979622,-0.028606932353931094
N1_F,0.017671647827326876,-0.038707655493637694,0.016017079394469863,0.013147446438321574,0.03951217973790396
N1_G,-0.00734452619957373,-0.04221136902350308,-0.006234668020827915,-0.009378778100383898,-0.007973788396922471
N1_H,0.0017811398503994461,-0.003990933325129554,-0.0041463156249846155,-0.0052255369720135905,0.011275031092672411
N1_I,0.023447379695197067,-0.020394605338634884,0.054442310863180216,0.020655866201046775,0.03186990655451326
N1_K,0.004086000912957416,0.09159587822025526,0.029528727458454997,0.03267926885406528,0.02803035533780688
N1_L,0.016129259865875035,-0.05353047004520297,-0.025856261523301373,-0.011015716353841293,-0.02954395769827842
N1_M,0.0012847484098960048,-0.0028915323396994028,0.0012150786439347212,0.015282365800894506,0.0027615386079675843
N1_N,0.0033280516298232064,0.01637309053502025,0.029096923290353585,0.025269981615525912,0.040065669231035786
N1_P,-0.04376715240118775,-0.06768412929214844,-0.010000919886391733,-0.03872097222867927,0.013617030164991566
N1_Q,-0.005183678730119113,0.06219294894165045,-0.024272302049405167,-0.026351036134042792,-0.025774134041888264
N1_R,3.830407179810446e-4,0.03126893387546895,-0.041933783122182045,-0.00167475714078596,-0.03541118394761746
N1_S,-0.027116470033956164,-0.019860354460154342,0.012372005368619484,-0.013362295020611934,0.04515243904275311
N1_T,-0.003030446691684231,-0.015011950332885788,0.011433311817997026,-0.0032482129537492774,0.002035487630831358
N1_V,0.01352002020907016,-0.03381953131777408,0.00486473641350805,0.010700375712990585,-0.004968095508370405
N1_W,0.00974094011329975,-0.025891802655709242,-0.0013632458730206119,7.222315300064283e-4,0.019112462786698727
N1_Y,0.020836301624888212,-0.021311288268049986,0.0130023199813529,-0.001564162777010263,0.036804895289542096
P1_A,-0.009152373144892072,-0.031022966827635938,-0.04485583963299787,-0.027413306244447436,-0.16595118847708543
P1_C,0.0016055149014417118,0.0022390657734293047,-0.0011151162979813121,-0.007403187081324754,0.006249977613361881
P1_D,0.0010464214847491313,0.0035567169160859247,-0.0015970402005919336,0.010734835796167682,-0.005516436578948035
P1_E,0.0025891899378941677,0.0220288775798286,-0.0029750963507986445,0.014114578952959528,-0.017963340193726213
P1_F,0.015753421799951237,-0.030179692295865746,0.029952421558894646,0.006782201681492985,0.11057910146067176
P1_G,-0.014673938558705305,-0.05065352546806198,-0.013613505822532622,-0.024278874259997963,-0.04223908216613217
P1_H,0.0055450369011234785,-0.007543625132870287,3.130243454050804e-4,-0.02291369901287332,0.006961893837617052
P1_I,0.015531044473430207,-0.002697686687011615,0.029990296908949544,0.020852041137533327,0.09065643358342275
P1_K,0.0034144376204934277,0.12053255843343383,0.05063068313418858,0.09639059257002448,-0.012051442023278429
P1_L,-1.3519424235080728e-4,-0.021919666598713763,-0.05502038004372104,-0.0635105665406597,0.0350321409474397
P1_M,0.002074869894940164,0.0037213635039521973,0.014855906433059465,-0.0037774302876170626,0.015306926163113412
P1_N,0.003267769099065773,0.004365134844785285,0.020479264397746878,0.026075204949372734,0.013165875581017525
P1_P,-0.004862879351961912,-0.0065081739178086,0.0015429093683601348,-0.012887365773669997,0.0011347231833471621
P1_Q,-0.0017707922189316224,0.05167102161734466,-0.011060739223681329,-0.021241753734078335,-0.02546528820564998
P1_R,9.759676705860396e-4,0.033729608619921844,-0.031003879041722703,-0.006091031706814091,-0.07543889877551249
P1_S,-0.03858130201379614,-0.019290979082569274,0.012067405592208537,-0.01082277253665932,0.014671070065258933
P1_T,-0.0022199882688115594,-0.010052048407521308,0.002518650084054182,-0.007769089749034158,0.007675277789683844
P1_V,-0.0013462439045621164,-0.031709844905995814,-0.022486257321084398,0.0018507590856260484,-0.004533826642263352
P1_W,0.004927914998459494,-0.002852655311144418,-0.012553752892940553,-0.016757391697257405,-0.012779737973010333
P1_Y,0.03050805159654382,-0.017262053500165277,0.027311090757309968,0.0165321358380931,0.07733176571148538
P2_A,4.820507548405664e-4,-0.036299135051972,0.045328289193182644,0.08820842192194848,-0.0450876876085653
P2_C,0.0032411673274228047,0.005970102999593255,0.013437963798237383,0.016508981000561054,-0.011740197442655014
P2_E,0.0020280047375134673,0.0011994355313656852,0.00984553888983811,0.0223186304618922,0.004275596975466589
P2_F,0.006794717635156372,-0.0015955815627712393,0.03361093658091544,0.03450130590684391,0.04818209617262084
P2_G,5.687420691348744e-4,-0.009805822828620381,0.020955465871129553,0.01097979872229892,-0.006578886747817013
P2_H,-1.1484057028820776e-4,0.001248490399276923,0.010097745958355407,0.005366575239640644,1.3549566067090334e-4
P2_I,0.01952435142031343,-0.02339308807237991,0.16580036336940682,0.18392312935164332,-0.06567963943267048
P2_K,0.0010002281966416283,0.0031887543875208737,0.005356184873717421,0.007250301191755971,-7.683904734647765e-4
P2_L,-0.010716609690150895,0.08338667483633211,-0.33012920053208006,-0.39319128457117525,0.18294007009790664
P2_M,-0.0040582005412228015,-0.01642394584627643,0.13436486798144698,0.12329161384864436,-0.03253674882912439
P2_N,0.0013132461524703156,0.0018958859950747458,0.013152276946325866,0.004347763841723319,0.0030465022504766073
P2_P,-0.001777272824805066,-0.004327327360983789,0.012249358139096308,0.007657049795356928,0.006123147640452235
P2_Q,-0.007862821681329143,-0.015702488077272935,0.07790721393282471,0.12915956177684684,-0.054754300534625655
P2_S,-0.0046774568171425055,-0.018061892501018806,0.04624680310542235,0.060632966095011086,0.003824882194137477
P2_T,-0.0025550371649199644,-0.02774454753032691,0.07956219019161515,0.09531075866156126,-0.03258860459727598
P2_V,0.008042284554525866,-0.05956983572886957,0.12698915915527512,0.16429120224454952,-0.1586420570431484
P2_W,4.464406435455893e-4,0.002158516070053872,0.012406258629765188,-0.0010972875656299695,0.004279738468326167
P2_Y,0.0060942856239350205,0.008231725024654817,0.020221952929460756,0.016990115547188312,0.020005264498792138
P3_A,-0.016376117088169485,-0.028485591933163256,-0.044098640303742075,-0.02179010200476548,-0.11111493673056061
P3_C,0.007408432806222247,0.001606881631949869,-0.001411129631906572,-0.006382934234142756,-0.006171896014160078
P3_D,5.002583702244046e-4,-0.007291696542683055,0.032253520286916026,0.030821083528978575,0.15392187154595854
P3_E,-0.006113442750121796,0.060631338745407444,-0.004543799362656382,-0.011325645724428443,-3.083142033892257e-4
P3_F,0.016724386344160135,-0.037920532598982884,0.029605324412152068,0.030391661604058484,0.031251658102865405
P3_G,-0.006263514931132618,-0.05147618787305022,-0.011003929233615982,4.2721554333898664e-4,-0.02713485477032965
P3_H,0.008788529990530668,0.0011256454137720572,2.8714530519184704e-5,-0.01862227487545154,0.008778195219422386
P3_I,0.021006423680475155,3.773177201674189e-4,0.061238058634166335,0.06676455340588705,0.005324054882548634
P3_K,-0.0014547562692640813,0.08727539254001532,-0.003544371724582541,4.758924767407394e-4,0.006081009256125494
