uniprot_id	uniprot_length	af_length	length_match	has_isoform_suffix	downloaded_model	coverage	n_peptides	n_context_matches	n_context_mismatches
Q96DY7	904	904	True	False	alphafold_v6	ok	3	3	0
Q9C004	299	299	True	False	alphafold_v6	ok	0	0	0
Q93091	150	150	True	False	alphafold_v6	ok	1	1	0
P48436	509	509	True	False	alphafold_v6	ok	4	4	0
O15357	1258	1258	True	False	alphafold_v6	ok	6	6	0
O60921	280	280	True	False	alphafold_v6	ok	1	1	0
Q5T8P6	1007	1007	True	False	alphafold_v6	ok	2	2	0
Q5T8U2	151	151	True	False	alphafold_v6	ok	1	1	0
Q15544	211	211	True	False	alphafold_v6	ok	1	1	0
Q12774	1597	1597	True	False	alphafold_v6	ok	1	1	0
Q9H6E4	229	229	True	False	alphafold_v6	ok	1	1	0
Q14240	407	407	True	False	alphafold_v6	ok	4	4	0
P51531	1590	1590	True	False	alphafold_v6	ok	16	16	0
P48147	710	710	True	False	alphafold_v6	ok	1	1	0
P01619	116	116	True	False	alphafold_v6	ok	0	0	0
P26599	557	557	True	False	alphafold_v6	ok	8	8	0
Q13573	536	536	True	False	alphafold_v6	ok	3	3	0
Q96L34	752	752	True	False	alphafold_v6	ok	1	1	0
Q9Y6K9	419	419	True	False	alphafold_v6	ok	2	2	0
Q05048	431	431	True	False	alphafold_v6	ok	4	4	0
O43683	1085	1085	True	False	alphafold_v6	ok	13	13	0
P03928	68	68	True	False	alphafold_v6	ok	2	2	0
Q9NX18	166	166	True	False	alphafold_v6	ok	2	2	0
Q13015	90	90	True	False	alphafold_v6	ok	0	0	0
H0YA41	65	65	True	False	alphafold_v6	ok	1	1	0
Q14694	798	798	True	False	alphafold_v6	ok	7	7	0
Q7Z5M5	1100	1100	True	False	alphafold_v6	ok	1	1	0
Q16576	425	425	True	False	alphafold_v6	ok	3	3	0
Q17RW2	1714	1714	True	False	alphafold_v6	ok	2	2	0
A1A5C7	686	686	True	False	alphafold_v6	ok	3	3	0
Q8IV13-2	166	166	True	True	alphafold_v6	ok	0	0	0
Q13310	644	644	True	False	alphafold_v6	ok	5	5	0
Q96BZ8	264	264	True	False	alphafold_v6	ok	2	2	0
Q96LA8	375	375	True	False	alphafold_v6	ok	3	3	0
Q15172	486	486	True	False	alphafold_v6	ok	2	2	0
Q16829	419	419	True	False	alphafold_v6	ok	1	1	0
Q9H3Q3	398	398	True	False	alphafold_v6	ok	2	2	0
Q15075	1411	1411	True	False	alphafold_v6	ok	12	12	0
P31327	1500	1500	True	False	alphafold_v6	ok	13	13	0
Q9H2S1	579	579	True	False	alphafold_v6	ok	2	2	0
Q8TAT5	605	605	True	False	alphafold_v6	ok	3	3	0
Q96IY1	281	281	True	False	alphafold_v6	ok	1	1	0
Q08380	585	585	True	False	alphafold_v6	ok	1	1	0
Q14814	521	521	True	False	alphafold_v6	ok	3	3	0
Q9BZL4	782	782	True	False	alphafold_v6	ok	3	3	0
P59074	171	171	True	False	alphafold_v6	ok	1	1	0
P11177	359	359	True	False	alphafold_v6	ok	1	1	0
O94856	1347	1347	True	False	alphafold_v6	ok	1	1	0
Q9H2X6	1198	1198	True	False	alphafold_v6	ok	0	0	0
Q5VT99	294	294	True	False	alphafold_v6	ok	1	1	0
P27797	417	417	True	False	alphafold_v6	ok	3	3	0
Q6UUV7	619	619	True	False	alphafold_v6	ok	1	1	0
Q13564	534	534	True	False	alphafold_v6	ok	4	4	0
B9PHJ9	548	548	True	False	alphafold_v6	ok	0	0	0
Q53GT1	634	634	True	False	alphafold_v6	ok	8	8	0
Q5CZA5	627	627	True	False	alphafold_v6	ok	0	0	0
Q9NZA1	410	410	True	False	alphafold_v6	ok	2	2	0
Q8N3I7	341	341	True	False	alphafold_v6	ok	4	4	0
Q8NB14	1042	1042	True	False	alphafold_v6	ok	7	7	0
Q86W92	1011	1011	True	False	alphafold_v6	ok	2	2	0
O95866	241	241	True	False	alphafold_v6	ok	0	0	0
P09972	364	364	True	False	alphafold_v6	ok	2	2	0
Q96AX9	955	955	True	False	alphafold_v6	ok	2	2	0
O60347	775	775	True	False	alphafold_v6	ok	1	1	0
Q8IZL8	1130	1130	True	False	alphafold_v6	ok	4	4	0
P14210	728	728	True	False	alphafold_v6	ok	0	0	0
Q6QAJ8	160	160	True	False	alphafold_v6	ok	1	1	0
Q7Z624	323	323	True	False	alphafold_v6	ok	2	2	0
Q6ZN84	652	652	True	False	alphafold_v6	ok	1	1	0
O95900	331	331	True	False	alphafold_v6	ok	0	0	0
Q9H8E8	782	782	True	False	alphafold_v6	ok	0	0	0
P47895	512	512	True	False	alphafold_v6	ok	1	1	0
Q9NZJ7	389	389	True	False	alphafold_v6	ok	7	7	0
P35520	551	551	True	False	alphafold_v6	ok	1	1	0
Q7L2J0	689	689	True	False	alphafold_v6	ok	0	0	0
P51649	535	535	True	False	alphafold_v6	ok	1	1	0
Q5U649	245	245	True	False	alphafold_v6	ok	0	0	0
Q7Z4V5	671	671	True	False	alphafold_v6	ok	1	1	0
P57086	179	179	True	False	alphafold_v6	partial:1-179	3	3	0
B4DK45	370	370	True	False	alphafold_v6	ok	0	0	0
Q8NB90	893	893	True	False	alphafold_v6	ok	1	1	0
Q9BPX1	270	270	True	False	alphafold_v6	ok	2	2	0
P13010	732	732	True	False	alphafold_v6	ok	16	16	0
P21796	283	283	True	False	alphafold_v6	ok	5	5	0
Q8R6F3	453	453	True	False	alphafold_v6	ok	0	0	0
Q6NTE8	343	343	True	False	alphafold_v6	ok	1	1	0
Q9ULK2	861	861	True	False	alphafold_v6	ok	2	2	0
Q8TB22	786	786	True	False	alphafold_v6	ok	2	2	0
Q8N371	416	416	True	False	alphafold_v6	ok	2	2	0
Q9UNA1	814	814	True	False	alphafold_v6	ok	3	3	0
P46092	362	362	True	False	alphafold_v6	ok	3	3	0
E9PLN6	616	616	True	False	alphafold_v6	ok	0	0	0
P08651	508	508	True	False	alphafold_v6	ok	1	1	0
Q86VE0	399	399	True	False	alphafold_v6	ok	1	1	0
Q7Z6L1	1165	1165	True	False	alphafold_v6	ok	2	2	0
Q9H6X5	657	657	True	False	alphafold_v6	ok	1	1	0
O94967	919	919	True	False	alphafold_v6	ok	1	1	0
Q9UK45	103	103	True	False	alphafold_v6	ok	1	1	0
A6NGR9	719	719	True	False	alphafold_v6	ok	2	2	0
P05976	194	194	True	False	alphafold_v6	ok	0	0	0
P18615	380	380	True	False	alphafold_v6	ok	1	1	0
Q9NX47	278	278	True	False	alphafold_v6	ok	2	2	0
Q16584	847	847	True	False	alphafold_v6	ok	1	1	0
P13164	125	125	True	False	alphafold_v6	ok	2	2	0
P17693	338	338	True	False	alphafold_v6	ok	1	1	0
O95751	146	146	True	False	alphafold_v6	ok	1	1	0
Q7Z7M9	940	940	True	False	alphafold_v6	ok	1	1	0
Q8N5Y2	521	521	True	False	alphafold_v6	ok	1	1	0
O15552	330	330	True	False	alphafold_v6	ok	2	2	0
Q9UQR1	794	794	True	False	alphafold_v6	ok	1	1	0
Q9ULM3	1422	1422	True	False	alphafold_v6	ok	4	4	0
Q8IVW6	561	561	True	False	alphafold_v6	ok	1	1	0
P02790	462	462	True	False	alphafold_v6	ok	0	0	0
Q9Y2G4	727	727	True	False	alphafold_v6	ok	1	1	0
Q2M389	1173	1173	True	False	alphafold_v6	ok	11	11	0
Q9Y224	244	244	True	False	alphafold_v6	ok	2	2	0
Q02338	343	343	True	False	alphafold_v6	ok	1	1	0
Q96RP7	486	486	True	False	alphafold_v6	ok	1	1	0
Q9UHP3	1055	1055	True	False	alphafold_v6	ok	3	3	0
Q6P0Q8	1798	1798	True	False	alphafold_v6	ok	0	0	0
G8JLA2	152	152	True	False	alphafold_v6	ok	0	0	0
P42229	794	794	True	False	alphafold_v6	ok	8	8	0
Q8NE71	845	845	True	False	alphafold_v6	ok	3	3	0
Q7L5Y1-2	361	361	True	True	alphafold_v6	ok	1	1	0
A0A804HLA8	68	68	True	False	alphafold_v6	ok	2	2	0
Q9HBG4	840	840	True	False	alphafold_v6	ok	1	1	0
Q9H993	441	441	True	False	alphafold_v6	ok	0	0	0
Q6UXD5	910	910	True	False	alphafold_v6	ok	3	3	0
Q86YA3	2104	2104	True	False	alphafold_v6	ok	8	8	0
Q5TGY3	1603	1603	True	False	alphafold_v6	ok	0	0	0
P53355	1430	1430	True	False	alphafold_v6	ok	6	6	0
P39060	1754	1754	True	False	alphafold_v6	ok	3	3	0
Q9BZF3	934	934	True	False	alphafold_v6	ok	1	1	0
P78524	1137	1137	True	False	alphafold_v6	ok	0	0	0
Q92783	540	540	True	False	alphafold_v6	ok	1	1	0
Q12767	1356	1356	True	False	alphafold_v6	ok	3	3	0
Q8N139	1617	1617	True	False	alphafold_v6	ok	2	2	0
Q99933	345	345	True	False	alphafold_v6	ok	1	1	0
Q9C0B1	505	505	True	False	alphafold_v6	ok	4	4	0
P17026	224	224	True	False	alphafold_v6	ok	1	1	0
P31941	199	199	True	False	alphafold_v6	ok	2	2	0
Q14527	1009	1009	True	False	alphafold_v6	ok	10	10	0
Q7Z2T5	733	733	True	False	alphafold_v6	ok	4	4	0
Q9H1V8	727	727	True	False	alphafold_v6	ok	0	0	0
Q15125	230	230	True	False	alphafold_v6	ok	1	1	0
Q92963	219	219	True	False	alphafold_v6	ok	1	1	0
A0A2X0VRU2	455	455	True	False	alphafold_v6	ok	1	1	0
Q9NVV5	238	238	True	False	alphafold_v6	ok	3	3	0
Q6UXX5	1313	1313	True	False	alphafold_v6	ok	0	0	0
B7ZM90	247	247	True	False	alphafold_v6	ok	0	0	0
Q9Y5Y9	1956	1956	True	False	alphafold_v6	ok	0	0	0
Q7LBR1	199	199	True	False	alphafold_v6	ok	3	3	0
Q9UMR3	447	447	True	False	alphafold_v6	ok	1	1	0
Q9BYN0	137	137	True	False	alphafold_v6	ok	2	2	0
Q6ZTW0	290	290	True	False	alphafold_v6	ok	2	2	0
Q14526	733	733	True	False	alphafold_v6	ok	3	3	0
Q8N5I4	330	330	True	False	alphafold_v6	ok	1	1	0
Q99808	456	456	True	False	alphafold_v6	ok	5	5	0
O00358	373	373	True	False	alphafold_v6	ok	0	0	0
Q9Y606	427	427	True	False	alphafold_v6	ok	2	2	0
Q9BSE4	406	406	True	False	alphafold_v6	ok	3	3	0
P61236	119	119	True	False	alphafold_v6	ok	2	2	0
P50402	254	254	True	False	alphafold_v6	ok	0	0	0
Q9NWD8	314	314	True	False	alphafold_v6	ok	5	5	0
Q13901	141	141	True	False	alphafold_v6	ok	1	1	0
K7ERJ6	1106	1106	True	False	alphafold_v6	ok	1	1	0
Q9NRZ7	376	376	True	False	alphafold_v6	ok	1	1	0
P06732	381	381	True	False	alphafold_v6	ok	0	0	0
O00339	956	956	True	False	alphafold_v6	ok	1	1	0
P28698	734	734	True	False	alphafold_v6	ok	0	0	0
C9IYV6	94	94	True	False	alphafold_v6	ok	2	2	0
Q96QV1	700	700	True	False	alphafold_v6	ok	1	1	0
Q15973	351	351	True	False	alphafold_v6	ok	0	0	0
P53420	1690	1690	True	False	alphafold_v6	ok	0	0	0
P01876	398	398	True	False	alphafold_v6	ok	1	1	0
Q15007	396	396	True	False	alphafold_v6	ok	5	5	0
Q567U6	631	631	True	False	alphafold_v6	ok	4	4	0
Q9BY32	194	194	True	False	alphafold_v6	ok	2	2	0
Q8IWA0	830	830	True	False	alphafold_v6	ok	3	3	0
P30046	118	118	True	False	alphafold_v6	ok	1	1	0
O94826	608	608	True	False	alphafold_v6	ok	4	4	0
Q9HBL0	1839	1839	True	False	alphafold_v6	ok	5	5	0
P16157	1881	1881	True	False	alphafold_v6	ok	1	1	0
Q8N442	669	669	True	False	alphafold_v6	ok	4	4	0
Q8IWL1	248	248	True	False	alphafold_v6	ok	1	1	0
Q14129	220	220	True	False	alphafold_v6	ok	0	0	0
Q969W1	377	377	True	False	alphafold_v6	ok	0	0	0
Q8TER0	1413	1413	True	False	alphafold_v6	ok	1	1	0
P18031	435	435	True	False	alphafold_v6	ok	1	1	0
Q8WV48	283	283	True	False	alphafold_v6	ok	1	1	0
P98171	946	946	True	False	alphafold_v6	ok	5	5	0
O75586	246	246	True	False	alphafold_v6	ok	2	2	0
P33527	1531	1531	True	False	alphafold_v6	ok	7	7	0
Q96LQ0	422	422	True	False	alphafold_v6	ok	0	0	0
Q969Z0	631	631	True	False	alphafold_v6	ok	6	6	0
P39059	1388	1388	True	False	alphafold_v6	ok	0	0	0
Q9UI09	145	145	True	False	alphafold_v6	ok	1	1	0
Q6UXN9	313	313	True	False	alphafold_v6	ok	3	3	0
Q96CW5	907	907	True	False	alphafold_v6	ok	5	5	0
Q9NUM3	307	307	True	False	alphafold_v6	ok	2	2	0
Q6L9T8	149	149	True	False	alphafold_v6	ok	1	1	0
Q9H2H8	161	161	True	False	alphafold_v6	ok	2	2	0
P30533	357	357	True	False	alphafold_v6	ok	3	3	0
O43933	1283	1283	True	False	alphafold_v6	ok	3	3	0
Q9Y316	297	297	True	False	alphafold_v6	ok	1	1	0
Q96Q83	286	286	True	False	alphafold_v6	ok	2	2	0
Q86XP3	938	938	True	False	alphafold_v6	ok	5	5	0
Q10570	1443	1443	True	False	alphafold_v6	ok	16	16	0
Q5VTA0	474	474	True	False	alphafold_v6	ok	0	0	0
Q6NS38	261	261	True	False	alphafold_v6	ok	1	1	0
Q8NDL9	886	886	True	False	alphafold_v6	ok	1	1	0
P35663	651	651	True	False	alphafold_v6	ok	1	1	0
Q9Y6M1	599	599	True	False	alphafold_v6	ok	4	4	0
Q6NTF9	364	364	True	False	alphafold_v6	ok	4	4	0
Q7Z3B4	507	507	True	False	alphafold_v6	ok	2	2	0
P0DTU3	275	275	True	False	alphafold_v6	ok	2	2	0
O60669	478	478	True	False	alphafold_v6	ok	1	1	0
Q9P2K3	495	495	True	False	alphafold_v6	ok	1	1	0
O43567	381	381	True	False	alphafold_v6	ok	2	2	0
Q8TBX8	421	421	True	False	alphafold_v6	ok	3	3	0
A1L020	520	520	True	False	alphafold_v6	ok	0	0	0
P47756	272	272	True	False	alphafold_v6	ok	7	7	0
Q9Y5U8	109	109	True	False	alphafold_v6	ok	2	2	0
O60285	661	661	True	False	alphafold_v6	ok	1	1	0
Q9NWB7	429	429	True	False	alphafold_v6	ok	2	2	0
Q8IWV8	1755	1755	True	False	alphafold_v6	ok	16	16	0
O00461	696	696	True	False	alphafold_v6	ok	0	0	0
Q86U06	439	439	True	False	alphafold_v6	ok	1	1	0
P30519	316	316	True	False	alphafold_v6	ok	1	1	0
O15399	1336	1336	True	False	alphafold_v6	ok	1	1	0
Q8TE82	1336	1336	True	False	alphafold_v6	ok	4	4	0
Q9UIF9	1905	1905	True	False	alphafold_v6	ok	10	10	0
A0A1W2PRQ6	265	265	True	False	alphafold_v6	ok	1	1	0
Q9UBU9	619	619	True	False	alphafold_v6	ok	0	0	0
P09601	288	288	True	False	alphafold_v6	ok	3	3	0
Q9Y305	439	439	True	False	alphafold_v6	ok	3	3	0
Q9Y2H0	992	992	True	False	alphafold_v6	ok	1	1	0
Q99624	504	504	True	False	alphafold_v6	ok	1	1	0
P16389	499	499	True	False	alphafold_v6	ok	1	1	0
P60866	119	119	True	False	alphafold_v6	ok	0	0	0
Q9H4L4	574	574	True	False	alphafold_v6	ok	1	1	0
O60487	215	215	True	False	alphafold_v6	ok	0	0	0
P08648	1049	1049	True	False	alphafold_v6	ok	1	1	0
Q8WW01-2	129	129	True	True	alphafold_v6	ok	1	1	0
Q8WZ73	363	363	True	False	alphafold_v6	ok	1	1	0
Q6ZS27	426	426	True	False	alphafold_v6	ok	1	1	0
Q9BSV6	310	310	True	False	alphafold_v6	ok	1	1	0
Q9H6R0	707	707	True	False	alphafold_v6	ok	2	2	0
P51878	434	434	True	False	alphafold_v6	ok	1	1	0
Q562E7	1941	1941	True	False	alphafold_v6	ok	7	7	0
Q9Y4J8	743	743	True	False	alphafold_v6	ok	2	2	0
Q96S53	571	571	True	False	alphafold_v6	ok	2	2	0
Q6T310	242	242	True	False	alphafold_v6	ok	2	2	0
P55268	1798	1798	True	False	alphafold_v6	ok	7	7	0
P35998	433	433	True	False	alphafold_v6	ok	4	4	0
Q9C0D3	744	744	True	False	alphafold_v6	ok	6	6	0
Q6ZW61	710	710	True	False	alphafold_v6	ok	0	0	0
Q6F5E8	1435	1435	True	False	alphafold_v6	ok	9	9	0
P51116	673	673	True	False	alphafold_v6	ok	2	2	0
Q9UQM7	478	478	True	False	alphafold_v6	ok	0	0	0
O14745	358	358	True	False	alphafold_v6	ok	2	2	0
Q07020	188	188	True	False	alphafold_v6	ok	2	2	0
Q9UPZ3	1129	1129	True	False	alphafold_v6	ok	3	3	0
O75362	1048	1048	True	False	alphafold_v6	ok	6	6	0
P78325	824	824	True	False	alphafold_v6	ok	3	3	0
Q8NA92	274	274	True	False	alphafold_v6	ok	1	1	0
P59827	614	614	True	False	alphafold_v6	ok	0	0	0
Q9BZK7	514	514	True	False	alphafold_v6	ok	1	1	0
Q9NRJ4	1543	1543	True	False	alphafold_v6	ok	2	2	0
Q9H078	707	707	True	False	alphafold_v6	ok	2	2	0
Q9NPG4	1184	1184	True	False	alphafold_v6	ok	1	1	0
Q96EB6	747	747	True	False	alphafold_v6	ok	2	2	0
Q14011	172	172	True	False	alphafold_v6	ok	2	2	0
O00391	747	747	True	False	alphafold_v6	ok	4	4	0
Q504U0	113	113	True	False	alphafold_v6	ok	1	1	0
Q9Y4C2	921	921	True	False	alphafold_v6	ok	6	6	0
Q8NG31	2342	2342	True	False	alphafold_v6	ok	7	7	0
Q8NBS9	432	432	True	False	alphafold_v6	ok	0	0	0
O00232	456	456	True	False	alphafold_v6	ok	7	7	0
P25440	801	801	True	False	alphafold_v6	ok	7	7	0
Q9P243	1243	1243	True	False	alphafold_v6	ok	4	4	0
P10244	700	700	True	False	alphafold_v6	ok	2	2	0
P23467	1997	1997	True	False	alphafold_v6	ok	3	3	0
O43462	519	519	True	False	alphafold_v6	ok	6	6	0
Q96N66	472	472	True	False	alphafold_v6	ok	1	1	0
Q9Y5E2	793	793	True	False	alphafold_v6	ok	1	1	0
Q14542	456	456	True	False	alphafold_v6	ok	2	2	0
Q9UMW8	372	372	True	False	alphafold_v6	ok	2	2	0
Q96JF0	529	529	True	False	alphafold_v6	ok	1	1	0
Q08AS3	254	254	True	False	alphafold_v6	ok	1	1	0
Q8IU60	420	420	True	False	alphafold_v6	ok	1	1	0
O14640	695	695	True	False	alphafold_v6	ok	0	0	0
Q06124	593	593	True	False	alphafold_v6	ok	2	2	0
Q6PK04	289	289	True	False	alphafold_v6	ok	1	1	0
D6RB46	121	121	True	False	alphafold_v6	ok	1	1	0
Q05BQ5	628	628	True	False	alphafold_v6	ok	1	1	0
O78189	362	362	True	False	alphafold_v6	ok	0	0	0
O95876	746	746	True	False	alphafold_v6	ok	4	4	0
P18206	1134	1134	True	False	alphafold_v6	ok	7	7	0
O43868	658	658	True	False	alphafold_v6	ok	1	1	0
O43296	627	627	True	False	alphafold_v6	ok	1	1	0
P00568	194	194	True	False	alphafold_v6	ok	0	0	0
Q5T9A4	648	648	True	False	alphafold_v6	ok	0	0	0
P50548	548	548	True	False	alphafold_v6	ok	2	2	0
Q5TIE3	1220	1220	True	False	alphafold_v6	ok	2	2	0
P43897	325	325	True	False	alphafold_v6	ok	3	3	0
O95600	359	359	True	False	alphafold_v6	ok	1	1	0
Q02539	215	215	True	False	alphafold_v6	ok	1	1	0
Q9BZ72	1349	1349	True	False	alphafold_v6	ok	0	0	0
Q06609	339	339	True	False	alphafold_v6	ok	0	0	0
P40227	531	531	True	False	alphafold_v6	ok	11	11	0
Q14209	437	437	True	False	alphafold_v6	ok	2	2	0
Q9BX84	2022	2022	True	False	alphafold_v6	ok	1	1	0
P68543	259	259	True	False	alphafold_v6	ok	3	3	0
O75533	1304	1304	True	False	alphafold_v6	ok	27	27	0
Q92828	525	525	True	False	alphafold_v6	ok	1	1	0
Q9ULD2	1270	1270	True	False	alphafold_v6	ok	0	0	0
Q96GC5	212	212	True	False	alphafold_v6	ok	1	1	0
Q96P53	400	400	True	False	alphafold_v6	ok	2	2	0
Q5JXR7	707	707	True	False	alphafold_v6	ok	3	3	0
P47755	286	286	True	False	alphafold_v6	ok	6	6	0
P49448	558	558	True	False	alphafold_v6	ok	2	2	0
O75446	220	220	True	False	alphafold_v6	ok	2	2	0
Q8IVF5	1701	1701	True	False	alphafold_v6	ok	0	0	0
Q969G2	390	390	True	False	alphafold_v6	ok	1	1	0
Q6JVE6	187	187	True	False	alphafold_v6	ok	0	0	0
Q96NX9	599	599	True	False	alphafold_v6	ok	3	3	0
Q12965	1108	1108	True	False	alphafold_v6	ok	6	6	0
Q14444	709	709	True	False	alphafold_v6	ok	7	7	0
P78414	480	480	True	False	alphafold_v6	ok	0	0	0
Q9BUA6	226	226	True	False	alphafold_v6	ok	0	0	0
Q8NEZ3	1342	1342	True	False	alphafold_v6	ok	2	2	0
O75310	529	529	True	False	alphafold_v6	ok	2	2	0
Q6ZWJ1	553	553	True	False	alphafold_v6	ok	3	3	0
Q8N9N2	400	400	True	False	alphafold_v6	ok	1	1	0
Q96FS4	1042	1042	True	False	alphafold_v6	ok	3	3	0
P36776	959	959	True	False	alphafold_v6	ok	10	10	0
O95819	1239	1239	True	False	alphafold_v6	ok	2	2	0
Q96QB1	1528	1528	True	False	alphafold_v6	ok	6	6	0
Q8IWB7	410	410	True	False	alphafold_v6	ok	2	2	0
Q9UGI6	731	731	True	False	alphafold_v6	ok	4	4	0
O94989	841	841	True	False	alphafold_v6	ok	2	2	0
Q9P035	362	362	True	False	alphafold_v6	ok	2	2	0
F5H8D7	602	602	True	False	alphafold_v6	ok	1	1	0
Q15717	326	326	True	False	alphafold_v6	ok	4	4	0
